,lemma,en,type,pos,de,note
1542,peːstel,disengage,stem,Verb,lösen,"M/K 436b, B&V 81b"
1543,peːsʲ,hip,stem,Substantive,Hüfte,M-K 436 b
1544,peːt,cook,stem,Verb,kochen,"B&V 81b, M&K 437b"
1545,peːtʲk,Peter,stem,Proper Noun,Peter,_
1546,pij,_,stem,_,_,_
1547,pil,to be afraid,stem,Verb,fürchten,_
1548,pin,put,stem,Verb,legen,_
1549,pini,put,stem,Verb,stellen,_
1550,pintl,put down,stem,Verb,hinlegen,_
1551,pinumt,lay,stem,Verb,legen,
1552,pinəmt,place,stem,Verb,legen,_
1553,pirr,call for dogs,stem,Interjection,Hetzruf für Hunde,M-K 441a
1554,pis,coating,stem,Substantive,Schicht,_
1555,pisʲ,trick,stem,Substantive,Kniff,
1556,pitʲi,nest,stem,Substantive,Nest,M-K 444a
1557,piɣ,_,stem,_,_,_
1558,piːɣ,boy,stem,Substantive,Knabe,
1559,podʲːerʒka,[Ru. support],stem,Substantive,[Ru. Unterstützung],_
1560,podʲːerʒka dʲemokratʲii i prav tɕelovʲeka,[Ru. Support of Democracy and Human Rights],phrase,Proper Noun,[Ru. Unterstützung der Demokratie und Menschenrechte],_
1561,pojt,_,stem,_,_,_
1562,pojtəlt,stop,stem,Verb,einstellen,_
1563,pokmat,break,stem,Verb,aufbrechen,_
1564,pol,piece,stem,Substantive,Stück,M-K 473a
1565,polina,Polina,stem,Proper Noun,_,_
1566,poliwjaw,freeze,stem,Verb,zufrieren,_
1567,poləm,Pelym,stem,Proper Noun,Pelym,_
1568,polʲ,freeze,stem,Verb,gefrieren,M-K 451 a
1569,poniɣt,press down ,stem,Verb,niederdrücken,M-K  455 a
1570,pora,time,stem,Substantive,Zeit,
1571,porat,when,stem,Postposition,als,"Munkácsi-Kálmán, ; Balandin/Vahrusheva, 84a"
1572,poriɣm,jump,stem,Verb,springen,"M&K 458, "
1573,poriɣpan,frog,stem,Substantive,Frosch,_
1574,poriɣpaneːkʷa,_,stem,_,_,_
1575,pormas,things,stem,Substantive,Zeug,M-K 460 a
1576,porsʲ,die,stem,Verb,sterben,_
1577,portaŋ,brushwood,stem,Substantive,abgebrochene Äste,_
1578,porxaj,storm,stem,Substantive,Sturm,_
1579,porəɣm,_,stem,_,_,_
1580,pos,milk,stem,Verb,melken,_
1581,pos,drive,stem,Verb,treiben,_
1582,pos,light,stem,Substantive,Licht,_
1583,pos,load,stem,Verb,"drücken, füllen",_
1584,posʲka,cask,stem,Substantive,Fass,_
1585,pot,_,stem,_,_,_
1586,potert,_,stem,_,_,_
1587,potr,_,stem,_,_,_
1588,potram,tell,stem,Verb,erzählen,
1589,potər,tale,stem,Substantive,Erzählung,_
1590,potərt,tell,stem,Verb,erzählen,_
1591,potərt,talk,stem,Verb,reden,_
1592,powar,roll,stem,Verb,rollen,_
1593,pox,_,stem,_,_,_
1594,poːiksʲ,pray,stem,Verb,beten,_
1595,poːit,_,stem,_,_,_
1596,poːjt,stop,stem,Verb,aufhören,
1597,poːlʲ,frozen snow,stem,Substantive,Harschschnee,_
1598,poːri,across,stem,Adverb,quer,_
1599,poːs,_,stem,_,_,_
1600,poːstxat,take aim,stem,Verb,zielen,B/V 86a
1601,poːt,tax,stem,Substantive,Steuer,_
1602,poːti,breast,stem,Substantive,Brust,_
1603,poːx,side,stem,Substantive,Seite,_
1604,poːxan,next to,stem,Adverb,neben,_
1605,poːxt,cling to,stem,Verb,sich festhalten,M-K 488 b 
1606,prav,[Ru. right],stem,Substantive,[Ru. Recht],_
1607,puk,_,stem,_,_,_
1608,puki,belly,stem,Substantive,Bauch,_
1609,pul,_,stem,_,_,_
1610,pulʲiɣ saːɣr,slice,phrase,Verb,zerschneiden,_
1611,pulʲiɣ=,apart,proclitic,Preverb,zer-,_
1612,pum,grass,stem,Substantive,Gras,_
1613,puməsʲ,interesting,stem,Adjective,interessant,munkacsi 476b
1614,puns,_,stem,_,_,_
1615,punsital,open,stem,Verb,öffnen,_
1616,pupakʷe,bear,stem,Substantive,Bär,_
1617,pupiɣ,idol,stem,Substantive,Götze,_
1618,pur,bite,stem,Verb,beißen,M-K 483 a
1619,purxat,bite each other,stem,Verb,sich gegenseitig beißen,_
1620,pus,healthy,stem,Adjective,gesund,_
1621,pusen,all,stem,Adjective,alle,_
1622,pusmalt,heal,stem,Verb,heilen,_
1623,pusn,everyone,stem,_,alle,_
1624,pussən,all,stem,Quantifier,alle,_
1625,pustaɣ,healthy,stem,Adjective,gesund,Balandin 91a
1626,pusən,_,stem,_,_,_
1627,put,_,stem,_,_,_
1628,puuŋ,wealth,stem,Substantive,Reichtum,_
1629,puw,catch,stem,Verb,fangen,
1630,puwl,take a bath,stem,Verb,baden,M-K 474 a
1631,puwtm,push,stem,Verb,stoßen,M-K 489 b
1632,puwtəm,_,stem,_,_,_
1633,puxt,dock,stem,Verb,anlegen,_
1634,puŋk,head,stem,Substantive,Kopf,_
1635,puŋktot,to be head of,stem,Verb,leiten,_
1636,puːi,_,stem,_,_,_
1637,puːi,at the shore,stem,Adverb,_,_
1638,puːin,far from the river,stem,Adverb,weit vom Fluss,_
1639,puːjil,from the shore,stem,Adverb,von uferseits,M-K 471 a
1640,puːl,part,stem,Substantive,Teil,_
1641,puːmasʲ,_,stem,_,_,MK 476b
1642,puːmasʲiːpa,thank you,stem,Interjection,Danke,MK 476b
1643,puːmsʲal,to be interested in,stem,Verb,sich interessieren für,_
1644,puːməsʲ,interesting,stem,Adjective,interessant,MK 476b
1645,puːns,open,stem,Verb,öffnen,_
1646,puːs,_,stem,_,_,_
1647,puːska,_,stem,_,_,_
1648,puːsʲka,_,stem,_,_,_
1649,puːt,kettle,stem,Substantive,Kessel,_
1650,puːtwaːt,_,stem,_,_,_
1651,puːtwaːta,cart,stem,Substantive,Fuhrwerk,_
1652,puːw,_,stem,_,_,_
1653,pyːsʲka,barrel,stem,Substantive,Fass,_
1654,pəl,when,stem,Particle,wenn,_
1655,pəɣ,_,stem,_,_,_
1656,pʲerʲedaʨ,_,stem,_,_,_
1657,pʲerʲedaʨa,[Ru. report],stem,Substantive,[Ru. Bericht],russ.
1658,radʲio,[Ru. radio],stem,Substantive,[Ru. Rundfunk],russ.
1659,rasʃɨrʲenʲije vozmoʒnostʲej korʲennɨx narodov sʲibʲirʲi v polutɕenʲii obrazovanʲija vɨsokovo urovnʲa,[Ru. Extension of the Possibilities of Indigenous Peoples of Siberia in Obtaining a High Level Education],phrase,Proper Noun,[Ru. Erweiterung der Möglichkeiten der indigenen Völker Sibiriens eine höhere Ausbildung zu erhalten],_
1660,rasʲsʲiɣ,PEJ,stem,_,PEJ,_
1661,raup,_,stem,_,_,_
1662,raw,small piece,stem,Substantive,Stückchen,_
1663,rawt,break into pieces,stem,Verb,in Stücke zerbrechen,M-K 495 b
1664,rawtas,break into pieces,stem,Verb,zerstückeln,_
1665,raɣ,fall,stem,Verb,fallen,_
1666,raɣat,fall,stem,Verb,fallen,"B&V 91b, M&K 490a"
1667,raːt,hit,stem,Verb,schlagen,_
1668,raːtil,hit,stem,Verb,schlagen,_
1669,raːwp,fall,stem,Verb,fallen,_
1670,re,_,stem,_,_,_
1671,reeŋ,_,stem,_,_,_
1672,rep,_,stem,_,_,_
1673,rep,_,stem,_,_,_
1674,reəŋ,_,stem,_,_,_
1675,reːp,throw,stem,Verb,werfen,
1676,reːp,give birth,stem,Verb,Eier legen,
1677,reːpiɣt,throw,stem,Verb,werfen,_
1678,reːɣəŋ,warm,stem,Adjective,warm,M-K 498 a
1679,ros,throw,stem,Verb,werfen,_
1680,rosiɣl,_,stem,_,_,_
1681,rotm,calm down,stem,Verb,ruhig werden,_
1682,row,touch,stem,Verb,berühren,_
1683,roxt,get a fright,stem,Verb,erschrecken,M-K 501b
1684,roŋx,_,stem,_,_,_
1685,roːsʲ,sandy shore,stem,Substantive,Sandufer,_
1686,roːw,_,stem,_,_,_
1687,roːŋx,shout,stem,Verb,schreien,Munk
1688,roːŋxaltaxt,scream,stem,Verb,aufschreien,_
1689,roːŋxuwl,give a cry,stem,Verb,aufschreien,_
1690,rupata,work,stem,Substantive,Arbeit,_
1691,rupit,_,stem,_,_,_
1692,rusʲ,Russian,stem,Adjective,russisch,_
1693,ruːpit,work,stem,Verb,arbeiten,"Munkácsi-Kálmán, 507a; Balandin/Vahrusheva, 94b; Klemmt/Rekiaro 2006"
1694,ruːt,kinsfolk,stem,Substantive,Verwandtschaft,_
1695,saikal,_,stem,_,_,_
1696,sajt,rod,stem,Verb,Rute,_
1697,sajt,mind,stem,Substantive,Besinnung,_
1698,saka,very,stem,Adverb,sehr,"Munkácsi-Kálmán, 517a"
1699,sakwaːl,_,stem,_,_,_
1700,sakʷal,break,stem,Verb,zerbrechen,_
1701,sakʷat,break,stem,Verb,zerbrechen,_
1702,sale,_,stem,_,_,_
1703,sam,eye,stem,Substantive,Auge,_
1704,sampəlʲt,catch sight,stem,Verb,erblicken,_
1705,sans,_,stem,_,_,_
1706,sap,stake,stem,Substantive,Pfahl,"M&K 529a, B&V 99b"
1707,sar,yet,stem,Particle,also,M-K 530 a
1708,saran oːŋx,resin,phrase,Substantive,Harz,Balandin & Vakhrusheva 100a
1709,sart,smear,stem,Verb,einschmieren,_
1710,sart,saw,stem,Verb,sägen,M-K 532b
1711,sas,both,stem,Pronoun,beide,_
1712,sas,_,stem,_,_,_
1713,sat,_,stem,_,_,_
1714,saw,harm,stem,Substantive,Übel,_
1715,saw,lazy,stem,Adjective,faul,_
1716,saw,a lot of,stem,Adverb,viel,"Munkácsi-Kálmán, 537b; Balandin/Vahrusheva, 95a;"
1717,sawal,suffer,stem,Verb,leiden,"Munkácsi-Kálmán, 537a;"
1718,sawit,multitude,stem,Substantive,Menge,_
1719,sawsər,different,stem,Adjective,verschieden,
1720,saxi,fur coat,stem,Substantive,Pelzmantel,_
1721,saŋkamt,direct to the right way,stem,Verb,auf den rechten Weg bringen,_
1722,saŋxas,kick,stem,Verb,treten,_
1723,saŋxw,push,stem,Verb,stoßen,
1724,saŋxwas,_,stem,Verb,_,_
1725,saŋxwxat,writhe,stem,Verb,zucken,_
1726,saɣr,_,stem,_,_,_
1727,saɣrap,_,stem,_,_,_
1728,saɣril,chop,stem,Verb,schneiden,_
1729,saːikataxt,become.sober,stem,Verb,nüchtern.werden,_
1730,saːj,shady side,stem,Substantive,Schattenseite,B&V 96b
1731,saːjkal,wake up,stem,Verb,aufwachen,B/V 96b
1732,saːkʷal,_,stem,_,_,_
1733,saːli,reindeer,stem,Substantive,Rentier,M-K 519b
1734,saːli uːj,wolf,phrase,Proper Noun,Wolf,_
1735,saːlʲ,mercy,stem,Substantive,Mitleid,_
1736,saːm,corner,stem,Substantive,Ecke,"M&K 523b, B&V 98b"
1737,saːmt,bend sth. into angles,stem,Verb,eckig falten,_
1738,saːns,knee,stem,Substantive,Knie,
1739,saːrt,before,stem,Particle,zuerst,_
1740,saːs,birchbark,stem,Substantive,Birkenrinde,_
1741,saːt,create,stem,Verb,schaffen,_
1742,saːt,seven,stem,Cardinal numeral,sieben,
1743,saːtit,seventh,stem,Ordinal numeral,siebter,_
1744,saːtən,seven of them,stem,Adverb,"(unser, euer, ihrer) sieben",_
1745,saːw,much,stem,Quantifier,viel,_
1746,saːwsir,_,stem,_,_,_
1747,saːxi,_,stem,_,_,_
1748,saːŋxʷas,little birch bowl,stem,Substantive,kleine Schale aus Birkenrinde,_
1749,saːŋxʷasaxt,_,stem,_,_,_
1750,saːɣl,split,stem,Verb,spalten,_
1751,saːɣr,chop,stem,Verb,hacken,
1752,saːɣrap,chop,stem,Verb,hacken,_
1753,saːɣrap,axe,stem,Substantive,Axt,B&V 96
1754,seməl,_,stem,_,_,_
1755,seːməl,black,stem,Adjective,schwarz,_
1756,seːt,tear oneself away,stem,Verb,loskommen,_
1757,seːŋkʷ,fog,stem,Substantive,Nebel,_
1758,sil,cut open,stem,Verb,aufschneiden (der Länge nach),_
1759,silka,banished,stem,Adjective,verbannt,_
1760,silt,cut,stem,Verb,schneiden,_
1761,silt,_,stem,_,_,_
1762,simri,_,stem,_,_,_
1763,siməŋ,warm-hearted,stem,Adjective,herzlich,M
1764,sipiɣ,_,stem,_,_,_
1765,sipiɣlaxt,_,stem,_,_,_
1766,sipluw,neck,stem,Substantive,Hals,"B&V 103b, M&K 548a"
1767,sipəɣlaxt,embrace each other,stem,Verb,einander umarmen,_
1768,sipɣ,_,stem,_,_,_
1769,sir,manner,stem,Substantive,Art.und.Weise,_
1770,sir,roof.beam,stem,Substantive,Dachstange,_
1771,siraj,sword,stem,Substantive,Schwert,M-K 550 b
1772,siretsir,various,stem,Adjective,unterschiedlich,_
1773,sirje sir,diverse,stem,Adjective,verschiedenartig,M&K 549b
1774,sis,during,stem,Postposition,_,_
1775,sis,back,stem,Substantive,Rücken,
1776,sisi,back,stem,Adverb,zurück,M&K 551b
1777,sispaːl,behind,phrase,Postposition,hinter,_
1778,sitam,solitary,stem,Adjective,einsam,_
1779,sitam,quiet,stem,Adjective,still,_
1780,siŋss,sideboards of bed,stem,Substantive,Seitenbrett der Schlafpritsche,_
1781,siŋəs,_,stem,Substantive,Sitzplätze in der Jurte bei den Schlafalkoven und beim Ofen,_
1782,siɣp,steep,stem,Adjective,steil,_
1783,skrʲibnʲik,Skribnik,stem,Proper Noun,Skribnik,_
1784,slovarʲ,[Ru. dictionary],stem,Substantive,[Ru. Wörterbuch],_
1785,slovarʲ neːpak,dictionary,phrase,Substantive,Wörterbuch,_
1786,soj,peaceful,stem,Adjective,friedlich,_
1787,solkʷaːlɣ,belly strap,stem,Substantive,Bauchriemen,_
1788,solovar,Solovar,stem,Proper Noun,Solovar,_
1789,soma,just,stem,Adverb,gerade,M&K 559a
1790,somri,perch,stem,Substantive,Barsch,_
1791,sop,_,stem,_,_,_
1792,sop nʲelmtal,without a word,phrase,Adverb,wortlos,_
1793,sor,barrel,stem,Substantive,Schaft,_
1794,soram,death,stem,Substantive,Tod,_
1795,sort,pike,stem,Substantive,Hecht,M-K 564 a
1796,sorum,_,stem,_,_,_
1797,sorɣ,belly,stem,Substantive,Bauch,_
1798,sossa,homeland,stem,Substantive,Heimat,B&V 107a
1799,sossa,local,stem,Adjective,hiesig,M-K 566 a
1800,sossaŋ,local,stem,Adjective,örtlich,_
1801,sotəŋəsʲ,happy,stem,Adjective,glücklich,_
1802,sow,pelt,stem,Substantive,Fell,_
1803,soxrip,entrance hall,stem,Substantive,Vorhof,_
1804,soːlʲ,really,stem,Adverb,tatsächlich,_
1805,soːp,_,stem,_,_,_
1806,soːpak,boots,stem,Substantive,Stiefel,_
1807,soːrnʲ,gold,stem,Substantive,Gold,_
1808,soːs,pour,stem,Verb,gießen,_
1809,soːsxat,flow,stem,Verb,fließen,_
1810,soːt,luck,stem,Substantive,Glück,_
1811,soːw,_,stem,_,_,_
1812,soːwər,hare,stem,Substantive,Hase,"MK 569, BalVakh 105"
1813,starʃina,[Ru. foreman],stem,Substantive,[Ru. Oberhaupt],_
1814,stepan,Stepan,stem,Proper Noun,Stepan,_
1815,suit,_,stem,_,_,_
1816,suitiɣl,_,stem,_,_,_
1817,suj,fame,stem,Substantive,Ruhm,_
1818,suj,noise,stem,Substantive,Geräusch,_
1819,sujpil,_,stem,_,_,_
1820,sujt,to be heard,stem,Verb,hörbar sein,_
1821,sujtiɣl,sound,stem,Verb,erklingen,_
1822,sujtəɣl,_,stem,_,_,_
1823,sulint,_,stem,_,_,_
1824,sulinti,_,stem,_,_,_
1825,sultm,spark,stem,Substantive,Funke,_
1826,sultum,_,stem,_,_,_
1827,sulʲɣ,fall,stem,Verb,fallen,B&V 108a
1828,sulʲɣalt,sprinkle,stem,Verb,streuen,M/K 572a
1829,sun,sledge,stem,Substantive,Schlitten,_
1830,suns,_,stem,_,_,_
1831,sunseːln,_,stem,_,_,_
1832,sunsiɣl,rubberneck,stem,Verb,herumschauen,M&K 576
1833,sunsəɣl,examine,stem,Verb,prüfen,_
1834,sunsəɣlə,look at,stem,Transitive verb,betrachten,_
1835,sunt,_,stem,_,_,_
1836,sunta,_,stem,_,_,_
1837,sup saɣrap,_,phrase,_,_,_
1838,supiɣ,sturgeon,stem,Substantive,Stör,_
1839,supiɣ saːɣl,split in pieces,phrase,Verb,entzwei spalten,_
1840,supiɣ saːɣrap,cut through,phrase,Verb,durchschneiden,_
1841,supiɣ=,into pieces,proclitic,Preverb,zer-,_
1842,supəɣ jakt,cut in pieces,phrase,Verb,entzwei schneiden,_
1843,supəɣ junit,hit into pieces,phrase,Verb,in Stücke schlagen,_
1844,supəɣ juniɣt,_,phrase,_,_,_
1845,supəɣ junəɣt,_,phrase,_,_,_
1846,supəɣ saɣr,slice,phrase,Verb,zerschneiden,_
1847,supəɣ=,_,proclitic,_,_,_
1848,sus,watch,stem,Verb,_,_
1849,sussilt,show,stem,Verb,zeigen,_
1850,sut,judge,stem,Substantive,Gericht,_
1851,sutint,sentence,stem,Verb,verurteilen,_
1852,suw,stick,stem,Substantive,Stab,_
1853,suːjpil,lingonberry,stem,Substantive,Preiselbeere,_
1854,suːl,bark,stem,Substantive,Rinde,"M&K 571a, B&V 108a"
1855,suːlint,gallop,stem,Verb,galoppieren,_
1856,suːlət,climb up,stem,Verb,hinaufklettern,B&V 108a - нестись
1857,suːns,see,stem,Verb,sehen,_
1858,suːnt,opening,stem,Substantive,Spalte,_
1859,suːp,mouth,stem,Substantive,Mund,_
1860,suːpas,mouth opening,phrase,Substantive,Mundöffnung,_
1861,suːr,woodworm,stem,Substantive,Holzwurm,_
1862,suːs,pass to another herd,stem,Verb,_,_
1863,svʲazʲ,[Ru. communication],stem,Substantive,[Ru. Kommunikation],russ.
1864,sʲaj,tea,stem,Substantive,Tee,"Munkácsi-Kálmán, 584b"
1865,sʲak,_,stem,_,_,_
1866,sʲakwit,milk,phrase,Substantive,Milch,_
1867,sʲakʷ,fireflood,stem,Substantive,Feuerflut,_
1868,sʲakʷ,udder,stem,Substantive,Euter,_
1869,sʲakʷit,_,stem,_,_,_
1870,sʲalatal,enter,stem,Verb,eintreten,_
1871,sʲalt,enter,stem,Verb,eintreten,"Munkácsi-Kálmán, 587a; "
1872,sʲaltap,enter,stem,Verb,eintreten,"B&V 112b, M&K 587a"
1873,sʲaltaːp,_,stem,_,_,_
1874,sʲaltep,_,stem,_,_,_
1875,sʲalts,_,stem,_,_,_
1876,sʲam raɣat,to fall to death,phrase,Verb,zu Tode stürzen,_
1877,sʲam=,to death,proclitic,Preverb,tot-,_
1878,sʲama al,kill,phrase,Verb,töten,_
1879,sʲama junit,strike dead,phrase,Verb,totschlagen,_
1880,sʲama juniɣt,_,phrase,_,_,_
1881,sʲama junəɣt,_,phrase,_,_,_
1882,sʲama pur,bite to death,phrase,Verb,totbeißen,_
1883,sʲama=,_,proclitic,Preverb,_,_
1884,sʲan,_,stem,_,_,_
1885,sʲanʲ,mother,stem,Substantive,Mutter,
1886,sʲar,smoulder,stem,Verb,schwelen,M-K 588b
1887,sʲar,whole,stem,Particle,ganz,_
1888,sʲaras,burn,stem,Verb,brennen,_
1889,sʲarasʲ,_,stem,_,_,_
1890,sʲarktaxt,squeak,stem,Verb,piepsen,"B&V 590, B&V 113"
1891,sʲarsʲ,_,stem,_,_,_
1892,sʲarək,reindeer meadow including herd,stem,Substantive,Rentierweide samt Rentierherde,M-K 589 b
1893,sʲarəsʲ,_,stem,_,_,_
1894,sʲaskan,shawl,stem,Substantive,Tuch,_
1895,sʲaxəl,hillock,stem,Substantive,runder Haufen,
1896,sʲaːi,_,stem,_,_,_
1897,sʲaːj,_,stem,_,_,_
1898,sʲaːliɣ,pure,stem,Adjective,rein,_
1899,sʲaːnʲ,_,stem,_,_,_
1900,sʲaːrəsʲ,sea,stem,Substantive,Meer,
1901,sʲaːɣt,to be glad,stem,Verb,sich freuen,_
1902,sʲekov,Sʲekov,stem,Proper Noun,Sʲekov,_
1903,sʲelt,_,stem,_,_,_
1904,sʲeltut,_,stem,_,_,_
1905,sʲergʲej,Sergey,stem,Proper Noun,Sergei,_
1906,sʲeːlt,throw,stem,Verb,werfen,_
1907,sʲeːltamt,throw,stem,Verb,werfen,_
1908,sʲeːp,pocket,stem,Substantive,Tasche,_
1909,sʲimsʲak,earring,stem,Substantive,Ohrring,_
1910,sʲipɣ,embrace,stem,Verb,umarmen,_
1911,sʲira,gull,stem,Substantive,Möwe,_
1912,sʲisɣ,shriek,stem,Verb,kreischen,_
1913,sʲol,force,stem,Substantive,Kraft,M-K 598a
1914,sʲopit,_,stem,_,_,_
1915,sʲopitaxt,_,stem,_,_,_
1916,sʲopər,capercaillie,stem,Substantive,Auerhuhn,_
1917,sʲopər,fine,stem,Adjective,fein,M&K 600a
1918,sʲor,dirty,stem,Verb,beschmutzen,_
1919,sʲos,times,stem,Particle,-mal,M-K 603a
1920,sʲowal,hearth,stem,Substantive,Tschuwal,_
1921,sʲoxləŋ,need,stem,Substantive,Not,_
1922,sʲoxri,"slender, sharp, hard knife",stem,Substantive,"schmales, spitzes, hartes Messer",
1923,sʲoːlʲsʲi,ermine,stem,Substantive,Hermelin,_
1924,sʲoːnax,dipper ,stem,Substantive,Schöpfkelle,M&K 599b
1925,sʲoːpit,prepare,stem,Verb,vorbereiten,
1926,sʲoːpitaxt,pack up one's things,stem,Verb,seine Sachen zusammenpacken,Balandin/Vakhrusheva 1958
1927,sʲoːs,while,stem,Particle,während,_
1928,sʲulʲalass,look,stem,Verb,blicken,_
1929,sʲun,_,stem,_,_,_
1930,sʲunʲ,live happily,stem,Verb,glücklich leben,_
1931,sʲunʲ,wealth,stem,Substantive,Fülle,_
1932,sʲurat,cut,stem,Verb,schneiden,M&K 607
1933,sʲuːn,_,stem,_,_,_
1934,ta,EMPH1,stem,Particle,EMPH1,_
1935,ta,that,stem,Distal Demonstrative,"jene,r,s",_
1936,ta janit,of such a size,phrase,Adjective,von einer solchen Größe,_
1937,ta kona,outside,phrase,Adverb,hinaus,_
1938,ta konipal,even more,phrase,Adjective,noch,_
1939,ta kos,in vain,phrase,Adverb,umsonst,_
1940,ta xolʲt,so,phrase,Adverb,so,_
1941,ta xurip,such,phrase,Demonstrative,"solche,r,s",_
1942,tai,_,stem,_,_,_
1943,tai maɣəs,because of that,phrase,Adverb,deswegen,_
1944,taj,be suitable,stem,Verb,geeignet sein,_
1945,taj,that,stem,Pronoun,jener,_
1946,taj,yet,stem,Particle,doch,B&V 114b
1947,takem,so,stem,Particle,_,_
1948,takeːm,as,stem,Particle,_,_
1949,takket,_,stem,_,_,_
1950,takketə,_,stem,_,_,_
1951,takkeːt,alone,stem,Adverb,allein,_
1952,taksʲ,strongly,stem,Adverb,stark,"M&K 618a, B/V 115b"
1953,takwi,_,stem,_,_,_
1954,takəsʲ,tightly,stem,Adverb,streng,_
1955,takʷet,_,stem,_,_,_
1956,takʷi,3SG,stem,Emphatic personal pronoun,3SG,
1957,takʷsi,_,stem,_,_,_
1958,takʷsi palit,in autumn,phrase,Adverb,im Herbst,_
1959,takʷsə,in autumn,stem,Adverb,im Herbst,M-K 619 b
1960,takʷəs,autumn,stem,Substantive,Herbst,
1961,tal,_,stem,_,_,
1962,tal,_,stem,_,_,_
1963,talkan,place to sleep made of pine-needles,stem,Substantive,Schlafplatz aus Tannenzweigen,_
1964,talt,put on a sledge,stem,Verb,auf einen Schlitten setzen,M-K 622 b
1965,taltxat,load,stem,Verb,beladen,_
1966,talʲax,tree edge,stem,Substantive,Wipfel,_
1967,talʲix,top,stem,Substantive,Spitze,"M&K 623, B&V 116"
1968,tam,_,stem,_,_,_
1969,tamara,Tamara,stem,Proper Noun,Tamara,_
1970,tame,not,stem,Particle,nicht,_
1971,tamle,_,stem,_,_,_
1972,tamlʲe,such,stem,Adjective,solcher,
1973,tamlʲeŋ,_,stem,_,_,_
1974,tanki,_,stem,_,_,_
1975,tapos sunt,Tapos-Sunt,stem,Proper Noun,Tapos-Sunt,_
1976,tara,through,stem,Postposition,durch,_
1977,tara min,go across,phrase,Verb,entlanggehen,_
1978,tara=,through,proclitic,Preverb,durch,_
1979,tarat,_,stem,_,_,_
1980,taratal,let out,stem,Verb,auslassen,_
1981,tarm,on,stem,Postposition,auf,_
1982,tarmat,leap up,stem,Verb,aufspringen,"B&V 117, M&K 629"
1983,tarməl,on,stem,Postposition,auf,_
1984,tarwitəŋ,heavy,stem,Adjective,schwer,M&K 633a
1985,tat,_,stem,_,_,_
1986,tau,_,stem,_,_,_
1987,taw,3SG,stem,Personal pronoun,3SG,_
1988,taw,ah,stem,Interjection,ei,_
1989,tawe,3SG.OBL,stem,Personal pronoun,3SG.OBL,_
1990,tawen,_,stem,_,_,_
1991,tax,disappear,stem,Verb,verschwinden,B&V 118
1992,tax,maybe,stem,Adverb,vielleicht,_
1993,tax,so,stem,Adverb,so,_
1994,taxamt,slide,stem,Verb,gleiten,_
1995,taxaːmt,_,stem,_,_,_
1996,taxmaj,_,stem,_,_,_
1997,taŋki,_,stem,_,_,_
1998,taŋkʷit,be covered by algae,stem,Verb,mit Algen bewachsen werden,_
1999,taŋx,_,stem,_,_,_
2000,taŋərmat,push,stem,Verb,drücken,"B&V116b, M&K 626b"
2001,taŋɣ,_,stem,_,_,_
2002,taɣat,hang up,stem,Verb,aufhängen,_
2003,taɣint,_,stem,_,_,_
2004,taɣl,completely,stem,Adverb,völlig,_
2005,taɣla,_,stem,_,_,_
2006,taɣle,_,stem,_,_,_
2007,taɣmat,hang up,stem,Verb,aufhängen,_
2008,taɣt,Sosva,stem,Proper Noun,Soswa,_
2009,taɣəl,cover,stem,Substantive,Deckel,_
2010,taɣəl,COM,particle,Particle,COM,_
2011,taɣənt,fill,stem,Verb,voll werden,M/K 614 a
2012,taː,_,stem,_,_,_
2013,taːji,_,stem,_,_,_
2014,taːksʲ,_,stem,_,_,_
2015,taːkʷe,_,stem,_,_,_
2016,taːl,winter,stem,Substantive,Winter,"Munkácsi-Kálmán, 621a"
2017,taːl,branch,stem,Substantive,Ast,
2018,taːl,brush-wood,stem,Substantive,Reisig,_
2019,taːl,get on,stem,Verb,aufsteigen,
2020,taːlmat,get on a boat,stem,Verb,ins Boot steigen,_
2021,taːlt,harbour,stem,Substantive,Hafen,_
2022,taːn,3PL,stem,Personal pronoun,3PL,_
2023,taːnanəl,3PL.OBL,stem,Personal pronoun,3PL.OBL,_
2024,taːnki,3PL,stem,Emphatic personal pronoun,3PL,_
2025,taːntʲi,_,stem,_,_,_
2026,taːra,_,stem,_,_,_
2027,taːra min,_,phrase,_,_,_
2028,taːra patt,get to know,phrase,Verb,erfahren,_
2029,taːra=,through,proclitic,Preverb,durch,M/K 628
2030,taːrat,let,stem,Verb,lassen,
2031,taːrmat,_,stem,_,_,_
2032,taːrtal,_,stem,_,_,_
2033,taːwen,3SG.DLAT,stem,Personal pronoun,3SG.DLAT,_
2034,taːxit,_,stem,_,_,_
2035,taːxt,black-throated loon,stem,Substantive,Polartaucher,_
2036,taːŋx,want,stem,Verb,wollen,
2037,taːɣint,fill,stem,Verb,sich füllen,_
2038,taːɣle,_,stem,_,_,_
2039,taːɣt,_,stem,_,_,_
2040,taːɣəl,_,stem,_,_,_
2041,te,_,stem,_,_,_
2042,tel,certainly,stem,Adverb,sicherlich,_
2043,tel,_,stem,_,_,_
2044,ten,_,stem,_,_,_
2045,texam,hey,stem,Interjection,hei mein Freund,_
2046,teŋki,_,stem,_,_,_
2047,teɣ,_,stem,_,_,_
2048,teɣ,_,stem,_,_,_
2049,teː,what?,stem,Interjection,was?,_
2050,teːl,grow,stem,Verb,wachsen,"M&K 640b; B/V, 127a;"
2051,teːla,_,stem,_,_,_
2052,teːlaː,thing,stem,Substantive,Angelegenheit,_
